PMID,Review_Paper,Review,Combined,Generated_zeroshot_cot_GPT4_Ensemble,Label,Generated_zeroshot_cot_GPT4_Ensemble_TF,Name,Likelihood
34650161,No,Yes,"Paper:
Title: Integrin activation is an essential component of SARS-CoV-2 infection
Abstract: SARS-CoV-2 infection depends on binding its spike (S) protein to angiotensin-converting enzyme 2 (ACE2). The S protein expresses an RGD motif, suggesting that integrins may be co-receptors. Here, we UV-inactivated SARS-CoV-2 and fluorescently labeled the envelope membrane with octadecyl rhodamine B (R18) to explore the role of integrin activation in mediating cell entry and productive infection. We used flow cytometry and confocal microscopy to show that SARS-CoV-2R18 particles engage basal-state integrins. Furthermore, we demonstrate that Mn2+, which induces integrin extension, enhances cell entry of SARS-CoV-2R18. We also show that one class of integrin antagonist, which binds to the Î±I MIDAS site and stabilizes the inactive, closed conformation, selectively inhibits the engagement of SARS-CoV-2R18 with basal state integrins, but is ineffective against Mn2+-activated integrins. RGD-integrin antagonists inhibited SARS-CoV-2R18 binding regardless of integrin activation status. Integrins transmit signals bidirectionally: 'inside-out' signaling primes the ligand-binding function of integrins via a talin-dependent mechanism, and 'outside-in' signaling occurs downstream of integrin binding to macromolecular ligands. Outside-in signaling is mediated by GÎ±13. Using cell-permeable peptide inhibitors of talin and GÎ±13 binding to the cytoplasmic tail of an integrin's Î² subunit, we demonstrate that talin-mediated signaling is essential for productive infection.","The paper does seem to identify a potential drug target using a wet-lab approach. The researchers investigated the role of integrins, a type of protein on the surface of cells, in SARS-CoV-2 infection. Specifically, they focused on the spike (S) protein of SARS-CoV-2 which contains an RGD motif, a sequence of amino acids known to bind to integrins. Integrins are generally involved in cell adhesion and signal transduction, and their dysregulation has been implicated in various disease processes.

The wet-lab approach was utilized in several ways. Firstly, the researchers used ultraviolet (UV) light to inactivate SARS-CoV-2 virus and labeled the viral envelope with a fluorescent molecule (octadecyl rhodamine B, or R18). They then examined the interaction between this labeled virus (SARS-CoV-2R18) and basal-state integrins using flow cytometry and confocal microscopy, both of which are wet-lab techniques. Their results showed that SARS-CoV-2R18 particles engage with these integrins.

Further experimentation showed that manganese ions (Mn2+), which induce integrin activation and extension, enhance the cell entry of SARS-CoV-2R18. On the other hand, an integrin antagonist, which binds to the ?I MIDAS site on the integrin and stabilizes it in an inactive, closed conformation, selectively inhibits the engagement of SARS-CoV-2R18 with basal state integrins but is ineffective against Mn2+-activated integrins. Another class of RGD-integrin antagonists inhibited SARS-CoV-2R18 binding regardless of integrin activation status.

Finally, the authors identified a key intracellular signaling mechanism for integrins, talin-mediated signaling, as essential for productive SARS-CoV-2 infection. This was done by using cell-permeable peptide inhibitors of talin and G?13 binding to the cytoplasmic tail of an integrin's ? subunit.

So, in essence, the paper identifies integrins as a potential drug target. More specifically, it indicates that inhibiting integrin activation or interfering with the integrin-mediated signaling process might represent a promising strategy for developing treatments against SARS-CoV-2.

Final answer: Yes.",1,1,"{""drug_targets"": [""integrins"", ""RGD-integrin antagonists"", ""talin-mediated signaling"", ""G?13 binding to the cytoplasmic tail of an integrin's ? subunit""]}",10
33545635,No,Yes,"Paper:
Title: RNA sequence and ligand binding alter conformational profile of SARS-CoV-2 stem loop II motif
Keywords: COVID-19; Molecular dynamics; RNA-targeted drug discovery; S2M; SARS-CoV-2; Stem-loop II motif.
Abstract: Antiviral drug discovery continues to be an essential complement to vaccine development for overcoming the global pandemic caused by SARS-CoV-2. The genomic RNA of SARS-CoV-2 contains structural elements important for viral replication and/or pathogenesis making them potential therapeutic targets. Here we report on the stem-loop II motif, a highly conserved noncoding RNA element. Based on our homology model we determined that the G to U transversion in the SARS-CoV-2 stem-loop II motif (S2MG35U) forms a C-U base-pair isosteric to the C-G base-pair in the early 2000's SARS-CoV (S2M). In addition, chemo-enzymatic probing and molecular dynamics simulations indicate the S2MG35U conformational profile is altered compared to S2M in the apical loop region. We explored S2MG35U as a potential drug target by docking a library of FDA approved drugs. Enzymatic probing of the best docking ligands (aminoglycosides and polymyxins) indicated that polymyxin binding alters the conformational profile and/or secondary structure of the RNA. The SARS-CoV-2 stem-loop II motif conformational differences due to nucleotide transversion and ligand binding are highly significant and provide insight for future drug discovery efforts since the conformation of noncoding RNA elements affects their function.","This paper investigates the conformational profile and potential as a drug target of the stem-loop II motif, a noncoding RNA element of the SARS-CoV-2 virus, which is the causative agent of COVID-19. It mentions that the genomic RNA of SARS-CoV-2 contains structural elements that are important for viral replication and/or pathogenesis, implying these could be potential drug targets.

The study utilized a combination of techniques. It used homology modeling to determine that a specific mutation (G to U transversion) in the SARS-CoV-2 stem-loop II motif forms a base pair isosteric to a base pair in the SARS-CoV virus. Additionally, it applied chemo-enzymatic probing and molecular dynamics simulations to study the changes in the conformational profile of the motif caused by this mutation.

Next, the researchers used computational techniques (docking) to predict the binding of a library of FDA-approved drugs to this motif. This docking procedure is a dry-lab or in silico approach as it uses computer algorithms to predict the interaction of the drug with the target.

However, to confirm the predictions from the docking studies, they performed enzymatic probing of the best-docking ligands. Enzymatic probing is a wet-lab technique that allows researchers to investigate changes in the structure of the RNA motif due to drug binding. This experiment is a physical procedure carried out in a lab with real substances (RNA and ligands).

It's important to note that while the paper identifies a potential drug target (the S2MG35U version of the stem-loop II motif), it does not report the testing of any drug on a biological system (such as cell cultures or animal models).

Final Answer: Yes.

This paper identifies the SARS-CoV-2 stem-loop II motif as a potential drug target and uses a wet-lab approach (enzymatic probing) to confirm the predictions from in silico drug docking studies.",1,1,"{""drug_targets"": [""SARS-CoV-2 stem-loop II motif""]}",10
33538596,No,Yes,"Paper:
Title: Targeting SARS-CoV-2 M3CLpro by HCV NS3/4a Inhibitors: In Silico Modeling and In Vitro Screening
Abstract: Currently the entire human population is in the midst of a global pandemic caused by SARS-CoV-2 (Severe Acute Respiratory Syndrome CoronaVirus 2). This highly pathogenic virus has to date caused >71 million infections and >1.6 million deaths in >180 countries. Several vaccines and drugs are being studied as possible treatments or prophylactics of this viral infection. M3CLpro (coronavirus main cysteine protease) is a promising drug target as it has a significant role in viral replication. Here we use the X-ray crystal structure of M3CLpro in complex with boceprevir to study the dynamic changes of the protease upon ligand binding. The binding free energy was calculated for water molecules at different locations of the binding site, and molecular dynamics (MD) simulations were carried out for the M3CLpro/boceprevir complex, to thoroughly understand the chemical environment of the binding site. Several HCV NS3/4a protease inhibitors were tested in vitro against M3CLpro. Specifically, asunaprevir, narlaprevir, paritaprevir, simeprevir, and telaprevir all showed inhibitory effects on M3CLpro. Molecular docking and MD simulations were then performed to investigate the effects of these ligands on M3CLpro and to provide insights into the chemical environment of the ligand binding site. Our findings and observations are offered to help guide the design of possible potent protease inhibitors and aid in coping with the COVID-19 pandemic.","The paper identifies the main cysteine protease (M3CLpro) of SARS-CoV-2 as a promising drug target. M3CLpro is crucial for viral replication, making it a potentially effective site to disrupt with drug treatments to halt the spread of the virus. The approach described in the paper involves both in silico and in vitro methodologies.

The in silico approach, or computational modeling, includes the use of the X-ray crystal structure of M3CLpro in complex with boceprevir to study dynamic changes of the protease upon ligand binding, molecular dynamics (MD) simulations, and molecular docking. This modeling helps understand the chemical environment of the binding site and provides insights into the effects of different ligands on M3CLpro.

On the other hand, the wet-lab approach is represented by the in vitro screening of several HCV NS3/4a protease inhibitors against M3CLpro. The in vitro assays are types of wet-lab experiments because they involve physically testing the interactions of the potential drugs with the target molecule. These inhibitors include asunaprevir, narlaprevir, paritaprevir, simeprevir, and telaprevir, which all showed inhibitory effects on M3CLpro.

Final Answer: Yes, the paper identifies M3CLpro as a potential drug target using a wet-lab approach, along with in silico methods.",1,1,"{
    ""drug_targets"": [""M3CLpro""]
}",10
36266926,No,Yes,"Paper:
Title: Gossypol Broadly Inhibits Coronaviruses by Targeting RNA-Dependent RNA Polymerases
Keywords: RNA-dependent RNA polymerase; SARS-CoV-2; coronavirus; gossypol; natural product.
Abstract: Outbreaks of coronaviruses (CoVs), especially severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), have posed serious threats to humans and animals, which urgently calls for effective broad-spectrum antivirals. RNA-dependent RNA polymerase (RdRp) plays an essential role in viral RNA synthesis and is an ideal pan-coronaviral therapeutic target. Herein, based on cryo-electron microscopy and biochemical approaches, gossypol (GOS) is identified from 881 natural products to directly block SARS-CoV-2 RdRp, thus inhibiting SARS-CoV-2 replication in both cellular and mouse infection models. GOS also acts as a potent inhibitor against the SARS-CoV-2 variant of concern (VOC) and exerts same inhibitory effects toward mutated RdRps of VOCs as the RdRp of the original SARS-CoV-2. Moreover, that the RdRp inhibitor GOS has broad-spectrum anti-coronavirus activity against alphacoronaviruses (porcine epidemic diarrhea virus and swine acute diarrhea syndrome coronavirus), betacoronaviruses (SARS-CoV-2), gammacoronaviruses (avian infectious bronchitis virus), and deltacoronaviruses (porcine deltacoronavirus) is showed. The findings demonstrate that GOS may serve as a promising lead compound for combating the ongoing COVID-19 pandemic and other coronavirus outbreaks.","This paper identifies RNA-dependent RNA polymerase (RdRp) as a key target of the natural product gossypol (GOS) in its role of inhibiting SARS-CoV-2 and other coronaviruses. RdRp plays a crucial role in viral RNA synthesis, which is integral to the replication of the virus. The researchers utilize both cryo-electron microscopy and biochemical methods, which are wet-lab approaches, to identify that gossypol directly blocks SARS-CoV-2 RdRp, thus inhibiting viral replication in cellular and mouse infection models. In addition, the paper shows that gossypol can act as a potent inhibitor against various variants of SARS-CoV-2 and other types of coronaviruses (alphacoronaviruses, betacoronaviruses, gammacoronaviruses, and deltacoronaviruses). Thus, the paper indeed identifies an existing drug target using a wet-lab approach.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""RNA-dependent RNA polymerase (RdRp)""]
}",10
36477795,No,Yes,"Paper:
Title: SARS-CoV-2 infection activates CREB/CBP in cellular cyclic AMP-dependent pathways
Keywords: CREB/CBP; SARS-CoV-2; cAMP-PKA; nAS-E.
Abstract: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused a global coronavirus disease 2019 (COVID-19) pandemic that has affected the lives of billions of individuals. However, the host-virus interactions still need further investigation to reveal the underling mechanism of SARS-CoV-2 pathogenesis. Here, transcriptomics analysis of SARS-CoV-2 infection highlighted possible correlation between host-associated signaling pathway and virus. In detail, cAMP-protein kinase (PKA) pathway has an essential role in SARS-CoV-2 infection, followed by the interaction between cyclic AMP response element binding protein (CREB) and CREB-binding protein (CBP) could be induced and leading to the enhancement of CREB/CBP transcriptional activity. The replication of Delta and Omicron BA.5 were inhibited by about 49.4% and 44.7% after knockdown of CREB and CBP with small interfering RNAs, respectively. Furthermore, a small organic molecule naphthol AS-E (nAS-E), which targets on the interaction between CREB and CBP, potently inhibited SARS-CoV-2 wild-type (WT) infection with comparable the half-maximal effective concentration (EC50 ) 1.04 Î¼M to Remdesivir 0.57 Î¼M. Compared with WT virus, EC50 in Calu-3 cells against Delta, Omicron BA.2, and Omicron BA.5 were, on average, 1.5-fold, 1.1-fold, and 1.5-fold higher, respectively, nAS-E had a satisfied antiviral effect against Omicron variants. Taken together, our study demonstrated the importance of CREB/CBP induced by cAMP-PKA pathway during SARS-CoV-2 infection, and further provided a novel CREB/CBP interaction therapeutic drug targets for COVID-19.","This paper identifies an existing molecular interaction that can potentially be used as a drug target through a wet-lab approach. The paper focuses on the role of the cAMP-protein kinase (PKA) pathway in SARS-CoV-2 infection, specifically highlighting the cyclic AMP response element binding protein (CREB) and CREB-binding protein (CBP) interaction. According to the paper, the infection enhances the transcriptional activity of the CREB/CBP interaction, suggesting a possible therapeutic intervention point.

The authors used a wet-lab approach to confirm this hypothesis, first using transcriptomics analysis to correlate the host-associated signaling pathway with the virus. They then employed RNA interference (RNAi), a widely used wet-lab technique, to knock down the CREB and CBP genes. This led to a decrease in the replication of two SARS-CoV-2 variants (Delta and Omicron BA.5), providing experimental evidence that the CREB/CBP interaction could indeed be a potential target for inhibiting the virus.

Further, they tested the effect of a small organic molecule naphthol AS-E (nAS-E), which targets the interaction between CREB and CBP. The molecule demonstrated potent inhibition of SARS-CoV-2 infection in the lab, which further supports the possibility of the CREB/CBP interaction being a therapeutic target. The researchers showed the EC50 value of nAS-E was comparable to Remdesivir, a known antiviral drug used for COVID-19.

In conclusion, the paper identifies a potential drug target, the CREB/CBP interaction, using wet-lab techniques including transcriptomics, RNAi, and antiviral testing with a specific small molecule.

Final answer: Yes.",1,1,"{
  ""drug_targets"": [""CREB/CBP interaction"", ""cAMP-protein kinase (PKA) pathway""]
}",10
34161644,No,Yes,"Paper:
Title: Exploring the Druggability of Conserved RNA Regulatory Elements in the SARS-CoV-2 Genome
Keywords: Covid19-nmr; NMR spectroscopy; RNA; SARS-CoV-2; fragment screening.
Abstract: SARS-CoV-2 contains a positive single-stranded RNA genome of approximately 30 000 nucleotides. Within this genome, 15 RNA elements were identified as conserved between SARS-CoV and SARS-CoV-2. By nuclear magnetic resonance (NMR) spectroscopy, we previously determined that these elements fold independently, in line with data from in vivo and ex-vivo structural probing experiments. These elements contain non-base-paired regions that potentially harbor ligand-binding pockets. Here, we performed an NMR-based screening of a poised fragment library of 768 compounds for binding to these RNAs, employing three different 1 H-based 1D NMR binding assays. The screening identified common as well as RNA-element specific hits. The results allow selection of the most promising of the 15 RNA elements as putative drug targets. Based on the identified hits, we derive key functional units and groups in ligands for effective targeting of the RNA of SARS-CoV-2.","This paper investigates the RNA elements of the SARS-CoV-2 virus as potential drug targets. The paper identifies 15 RNA elements that are conserved between SARS-CoV and SARS-CoV-2, suggesting that these RNA elements might play critical roles in the life cycle of the virus. The researchers employed nuclear magnetic resonance (NMR) spectroscopy, a wet-lab technique, to investigate these RNA elements and their potential to harbor ligand-binding pockets.

This approach can be considered a wet-lab approach because NMR spectroscopy is a physical experiment used to probe the structure of molecules, in this case, the RNA elements in SARS-CoV-2. The authors then performed a screening process with a library of 768 compounds to identify those that can bind to the RNA elements. This process of screening compounds for binding is also a form of wet-lab experiment, used to determine potential interactions between the RNA targets and possible drug molecules.

The paper does not identify an existing drug target, but rather, it identifies potential drug targets. The paper pinpoints specific RNA elements that could potentially be targeted by drug molecules, based on their ability to bind to the compounds from the library tested in this study. These elements are therefore potential drug targets, as they represent regions of the viral RNA that could potentially be manipulated to inhibit viral activity.

So, the paper uses a wet-lab approach to identify potential drug targets in the RNA of the SARS-CoV-2 virus.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""15 RNA elements conserved between SARS-CoV and SARS-CoV-2""]
}",10
34426525,No,Yes,"Paper:
Title: DNA-encoded chemistry technology yields expedient access to SARS-CoV-2 Mpro inhibitors
Keywords: antiviral; covalent inhibitors; drug discovery.
Abstract: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has killed more than 4 million humans globally, but there is no bona fide Food and Drug Administration-approved drug-like molecule to impede the COVID-19 pandemic. The sluggish pace of traditional therapeutic discovery is poorly suited to producing targeted treatments against rapidly evolving viruses. Here, we used an affinity-based screen of 4 billion DNA-encoded molecules en masse to identify a potent class of virus-specific inhibitors of the SARS-CoV-2 main protease (Mpro) without extensive and time-consuming medicinal chemistry. CDD-1714, the initial three-building-block screening hit (molecular weight [MW] = 542.5 g/mol), was a potent inhibitor (inhibition constant [Ki] = 20 nM). CDD-1713, a smaller two-building-block analog (MW = 353.3 g/mol) of CDD-1714, is a reversible covalent inhibitor of Mpro (Ki = 45 nM) that binds in the protease pocket, has specificity over human proteases, and shows in vitro efficacy in a SARS-CoV-2 infectivity model. Subsequently, key regions of CDD-1713 that were necessary for inhibitory activity were identified and a potent (Ki = 37 nM), smaller (MW = 323.4 g/mol), and metabolically more stable analog (CDD-1976) was generated. Thus, screening of DNA-encoded chemical libraries can accelerate the discovery of efficacious drug-like inhibitors of emerging viral disease targets.","Based on the information provided in the paper, we can evaluate whether the paper identifies an existing or potential drug target using a wet-lab approach.

The paper describes a DNA-encoded chemistry technology used to identify inhibitors of the SARS-CoV-2 main protease (Mpro), which is an enzyme essential for the replication of the virus. The researchers conducted an affinity-based screen of 4 billion DNA-encoded molecules to identify a class of virus-specific inhibitors of Mpro. They discovered CDD-1714, a screening hit that exhibited potent inhibitory activity against Mpro.

To further explore and optimize the inhibitory activity, the researchers designed a smaller analog called CDD-1713, which was a reversible covalent inhibitor of Mpro. They performed in vitro assays and evaluated the efficacy of CDD-1713 in a SARS-CoV-2 infectivity model. They also identified key regions of CDD-1713 necessary for its inhibitory activity and generated a smaller and more stable analog called CDD-1976, which exhibited potent inhibitory activity against Mpro.

Based on this information, it is evident that the paper identifies the SARS-CoV-2 main protease (Mpro) as a potential drug target. The researchers used a wet-lab approach involving in vitro assays and structural determination of binding by biophysical techniques to study the inhibitory activity of the compounds against Mpro. They conducted physical experiments in the laboratory to evaluate the binding, inhibition, and efficacy of the inhibitors, which falls under the definition of a wet-lab approach mentioned in the initial conversation.

Therefore, the final answer is: Yes, this paper identifies a potential drug target using a wet-lab approach.",1,1,"{""drug_targets"": [""SARS-CoV-2 main protease (Mpro)""]}



",10
34419736,No,Yes,"Paper:
Title: Effect of dihydromyricetin on SARS-CoV-2 viral replication and pulmonary inflammation and fibrosis
Keywords: COVID-19; Dihydromyricetin; Pulmonary fibrosis; Pulmonary inflammation; SARS-CoV-2 M(pro).
Abstract: Background: COVID-19 (Coronavirus Disease-2019) has spread widely around the world and impacted human health for millions. The lack of effective targeted drugs and vaccines forces scientific world to search for new effective antiviral therapeutic drugs. It has reported that flavonoids have potential inhibitory activity on SARS-CoV-2 Mpro and anti-inflammatory properties. Dihydromyricetin, as a flavonol, also has antiviral and anti-inflammatory potential. However, the inhibition of dihydromyricetin on SARS-CoV-2 Mpro and the protective effect of dihydromyricetin on pulmonary inflammation and fibrosis have not been proved and explained. Purpose: The coronavirus main protease (Mpro) is essential for SARS-CoV-2 replication and to be recognized as an attractive drug target, we expect to find the inhibitor of Mpro. Novel coronavirus infection can cause severe inflammation and even sequelae of pulmonary fibrosis in critically ill patients. We hope to find a drug that can not only inhibit virus replication but also alleviate inflammation and pulmonary fibrosis in patients. Methods: FRET-based enzymatic assay was used to evaluate the inhibit activity of dihydromyricetin on SARS-CoV-2 Mpro. Molecular docking was used to identify the binding pose of dihydromyricetin with SARS-CoV-2 Mpro. The protective effects of dihydromyricetin against BLM-induced pulmonary inflammation and fibrosis were investigated in C57BL6 mice. BALF and lung tissue were collected for inflammation cells count, ELISA, masson and HE staining, western blotting and immunohistochemistry to analyze the effects of dihydromyricetin on pulmonary inflammation and fibrosis. MTT, western blotting, reverse transcription-polymerase chain reaction (RT-PCR) and wound healing were used to analyze the effects of dihydromyricetin on lung fibrosis mechanisms in Mlg cells. Results: In this study, we found that dihydromyricetin is a potent inhibitor targeting the SARS-CoV-2 Mpro with a half-maximum inhibitory concentration (IC50) of 1.716 Â± 0.419 Î¼M, using molecular docking and the FRET-based enzymatic assay. The binding pose of dihydromyricetin with SARS-CoV-2 Mpro was identified using molecular docking method. In the binding pocket of SARS-CoV-2 Mpro, the dihydrochromone ring of dihydromyricetin interact with the imidazole side chain of His163 through Ï-Ï stacking. The 1-oxygen of dihydromyricetin forms a hydrogen bond with the backbone nitrogen of Glu166. The 3-, 7-, 3'- and 4'-hydroxyl of dihydromyricetin interact with Gln189, Leu141, Arg188 and Thr190 through hydrogen bonds. Moreover, our results showed that dihydromyricetin can significantly alleviate BLM-induced pulmonary inflammation by inhibiting the infiltration of inflammation cells and the secretion of inflammation factors in the early process and also ameliorate pulmonary fibrosis by improving pulmonary function and down-regulate the expression of Î±-SMA and fibronectin in vivo. Our results also showed that dihydromyricetin inhibits the migration and activation of myofibroblasts and extracellular matrix production via transforming growth factor (TGF)-Î²1/Smad signaling pathways. Conclusion: Dihydromyricetin is an effective inhibitor for SARS-CoV-2 Mpro and it prevents BLM-induced pulmonary inflammation and fibrosis in mice. Dihydromyricetin will be a potential medicine for the treatment of COVID-19 and its sequelae.","This paper focuses on studying the effect of dihydromyricetin, a flavonol, on SARS-CoV-2 viral replication and pulmonary inflammation and fibrosis. The researchers have identified SARS-CoV-2 main protease (Mpro) as a key target for the inhibition of viral replication. Mpro is recognized as an attractive drug target because it's essential for SARS-CoV-2 replication, and this study aims to find inhibitors of this protease.

The researchers used a series of wet-lab techniques to evaluate the effects of dihydromyricetin. For example, they used a FRET-based enzymatic assay to evaluate the inhibitory activity of dihydromyricetin on SARS-CoV-2 Mpro. The specific binding pose of dihydromyricetin with SARS-CoV-2 Mpro was identified using molecular docking. Additionally, they investigated the protective effects of dihydromyricetin against bleomycin-induced pulmonary inflammation and fibrosis in mice, using a series of tests including inflammation cell count, ELISA, Masson and HE staining, western blotting, and immunohistochemistry.

Moreover, they performed MTT, western blotting, RT-PCR and wound healing assays to analyze the effects of dihydromyricetin on lung fibrosis mechanisms in Mlg cells. All these techniques are examples of wet-lab approaches.

Final Answer: Yes.",1,1,"{""drug_targets"": [""SARS-CoV-2 Mpro""]}



",10
33152262,No,Yes,"Paper:
Title: Malleability of the SARS-CoV-2 3CL Mpro Active-Site Cavity Facilitates Binding of Clinical Antivirals
Keywords: 3CL M(pro); 3CL main protease; SARS-CoV-2; drug design; enzyme kinetics; hepatitis C clinical drugs; protease inhibitor; repurposing clinical drugs; room temperature X-ray crystallography.
Abstract: The COVID-19 pandemic caused by SARS-CoV-2 requires rapid development of specific therapeutics and vaccines. The main protease of SARS-CoV-2, 3CL Mpro, is an established drug target for the design of inhibitors to stop the virus replication. Repurposing existing clinical drugs can offer a faster route to treatments. Here, we report on the binding mode and inhibition properties of several inhibitors using room temperature X-ray crystallography and in vitro enzyme kinetics. The enzyme active-site cavity reveals a high degree of malleability, allowing aldehyde leupeptin and hepatitis C clinical protease inhibitors (telaprevir, narlaprevir, and boceprevir) to bind and inhibit SARS-CoV-2 3CL Mpro. Narlaprevir, boceprevir, and telaprevir are low-micromolar inhibitors, whereas the binding affinity of leupeptin is substantially weaker. Repurposing hepatitis C clinical drugs as COVID-19 treatments may be a useful option to pursue. The observed malleability of the enzyme active-site cavity should be considered for the successful design of specific protease inhibitors.","The paper focuses on the main protease of SARS-CoV-2, called 3CL Mpro, which is a key enzyme in the virus's life cycle. This protease is an established drug target, as inhibiting its function effectively stops the virus from replicating.

In the study, the researchers used a wet-lab approach to investigate the binding mode and inhibition properties of several inhibitors. They used room temperature X-ray crystallography, a technique that allows them to visualize the molecular structure of the protease and its interactions with potential inhibitors, and in vitro enzyme kinetics, which studies the rates at which these inhibitors interact with and affect the enzyme's function.

In this context, the wet-lab approach was used to test the binding of different inhibitors, including the hepatitis C clinical drugs telaprevir, narlaprevir, and boceprevir, to the 3CL Mpro of SARS-CoV-2. The results showed that these drugs could bind and inhibit this protease.

The paper thus identifies the 3CL Mpro of SARS-CoV-2 as a potential drug target using a wet-lab approach. They also offer important insights into the design of inhibitors targeting this protease by highlighting the malleability of its active site. This information could be critical in the development of future antiviral drugs targeting SARS-CoV-2.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""3CL Mpro""]
}",10
34223589,No,Yes,"Paper:
Title: Corilagin and 1,3,6-Tri- O-galloy-Î²-D-glucose: potential inhibitors of SARS-CoV-2 variants
Abstract: The COVID-19 disease caused by the virus SARS-CoV-2, first detected in December 2019, is still emerging through virus mutations. Although almost under control in some countries due to effective vaccines that are mitigating the worldwide pandemic, the urgency to develop additional vaccines and therapeutic treatments is imperative. In this work, the natural polyphenols corilagin and 1,3,6-tri-O-galloy-Î²-d-glucose (TGG) are investigated to determine the structural basis of inhibitor interactions as potential candidates to inhibit SARS-CoV-2 viral entry into target cells. First, the therapeutic potential of the ligands are assessed on the ACE2/wild-type RBD. We first use molecular docking followed by molecular dynamics, to take into account the conformational flexibility that plays a significant role in ligand binding and that cannot be captured using only docking, and then analyze more precisely the affinity of these ligands using MMPBSA binding free energy. We show that both ligands bind to the ACE2/wild-type RBD interface with good affinities which might prevent the ACE2/RBD association. Second, we confirm the potency of these ligands to block the ACE2/RBD association using a combination of surface plasmon resonance and biochemical inhibition assays. These experiments confirm that TGG and, to a lesser extent, corilagin, inhibit the binding of RBD to ACE2. Both experiments and simulations show that the ligands interact preferentially with RBD, while weak binding is observed with ACE2, hence, avoiding potential physiological side-effects induced by the inhibition of ACE2. In addition to the wild-type RBD, we also study numerically three RBD mutations (E484K, N501Y and E484K/N501Y) found in the main SARS-CoV-2 variants of concerns. We find that corilagin could be as effective for RBD/E484K but less effective for the RBD/N501Y and RBD/E484K-N501Y mutants, while TGG strongly binds at relevant locations to all three mutants, demonstrating the significant interest of these molecules as potential inhibitors for variants of SARS-CoV-2.","In the given research paper, the authors study the potential of the natural polyphenols corilagin and 1,3,6-tri-O-galloy-?-d-glucose (TGG) to inhibit SARS-CoV-2 viral entry into target cells. The paper presents a combination of computational and experimental techniques to evaluate these molecules as potential therapeutics.

The molecular target they are examining is the interface of ACE2, a protein on the surface of many types of human cells, and the receptor-binding domain (RBD) of the SARS-CoV-2 spike protein. The virus uses this interaction to gain entry into cells, so disrupting it is a strategy for preventing infection.

For the computational approach, the authors use molecular docking and molecular dynamics simulations to explore the binding interactions of the two polyphenols with the ACE2/RBD interface. They find that both ligands bind well to the interface and may inhibit the ACE2/RBD association.

In terms of a wet-lab approach, the paper indeed employs biochemical assays and surface plasmon resonance. These techniques are used to physically measure the ability of the ligands to block the ACE2/RBD interaction, confirming the findings from the computational analyses.

In summary, while the paper focuses on the inhibitory effects of certain molecules on SARS-CoV-2, the target they're investigating (the ACE2/RBD interface) is not a new or novel one. Instead, it's a well-known target for COVID-19 therapeutics. The contribution of this paper is to suggest two specific molecules that could act on this existing target.

Final Answer: Yes, the paper does identify an existing drug target (the ACE2/RBD interface) using a wet-lab approach (biochemical assays and surface plasmon resonance).",1,1,"{""drug_targets"": [""ACE2/RBD interface""]}



",10
